disease_id,icd9cm,name
4715,654.41,"OTHER ABNORMALITIES IN SHAPE OR POSITION OF GRAVID UTERUS AND OF NEIGHBORING STRUCTURES, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4716,654.43,"OTHER ABNORMALITIES IN SHAPE OR POSITION OF GRAVID UTERUS AND OF NEIGHBORING STRUCTURES, ANTEPARTUM CONDITION OR COMPLICATION"
4717,654.50,"CERVICAL INCOMPETENCE, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4718,654.51,"CERVICAL INCOMPETENCE, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4719,654.53,"CERVICAL INCOMPETENCE, ANTEPARTUM CONDITION OR COMPLICATION"
4720,654.60,"OTHER CONGENITAL OR ACQUIRED ABNORMALITY OF CERVIX, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4721,654.61,"OTHER CONGENITAL OR ACQUIRED ABNORMALITY OF CERVIX, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4722,654.63,"OTHER CONGENITAL OR ACQUIRED ABNORMALITY OF CERVIX, ANTEPARTUM CONDITION OR COMPLICATION"
4723,654.64,"OTHER CONGENITAL OR ACQUIRED ABNORMALITY OF CERVIX, POSTPARTUM CONDITION OR COMPLICATION"
4724,654.71,"CONGENITAL OR ACQUIRED ABNORMALITY OF VAGINA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4725,654.73,"CONGENITAL OR ACQUIRED ABNORMALITY OF VAGINA, ANTEPARTUM CONDITION OR COMPLICATION"
4726,654.80,"CONGENITAL OR ACQUIRED ABNORMALITY OF VULVA, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4727,654.81,"CONGENITAL OR ACQUIRED ABNORMALITY OF VULVA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4728,654.83,"CONGENITAL OR ACQUIRED ABNORMALITY OF VULVA, ANTEPARTUM CONDITION OR COMPLICATION"
4729,654.91,"OTHER AND UNSPECIFIED ABNORMALITY OF ORGANS AND SOFT TISSUES OF PELVIS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4730,654.93,"OTHER AND UNSPECIFIED ABNORMALITY OF ORGANS AND SOFT TISSUES OF PELVIS, ANTEPARTUM CONDITION OR COMPLICATION"
4731,655.00,"CENTRAL NERVOUS SYSTEM MALFORMATION IN FETUS, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4732,655.01,"CENTRAL NERVOUS SYSTEM MALFORMATION IN FETUS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4733,655.03,"CENTRAL NERVOUS SYSTEM MALFORMATION IN FETUS, ANTEPARTUM CONDITION OR COMPLICATION"
4734,655.10,"CHROMOSOMAL ABNORMALITY IN FETUS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4735,655.11,"CHROMOSOMAL ABNORMALITY IN FETUS, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4736,655.13,"CHROMOSOMAL ABNORMALITY IN FETUS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4737,655.20,"HEREDITARY DISEASE IN FAMILY POSSIBLY AFFECTING FETUS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4738,655.23,"HEREDITARY DISEASE IN FAMILY POSSIBLY AFFECTING FETUS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4739,655.33,"SUSPECTED DAMAGE TO FETUS FROM VIRAL DISEASE IN THE MOTHER, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4740,655.40,"SUSPECTED DAMAGE TO FETUS FROM OTHER DISEASE IN THE MOTHER, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4741,655.43,"SUSPECTED DAMAGE TO FETUS FROM OTHER DISEASE IN THE MOTHER, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4742,655.50,"SUSPECTED DAMAGE TO FETUS FROM DRUGS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4743,655.53,"SUSPECTED DAMAGE TO FETUS FROM DRUGS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4744,655.63,"SUSPECTED DAMAGE TO FETUS FROM RADIATION, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4745,655.70,"DECREASED FETAL MOVEMENTS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE"
4746,655.71,"DECREASED FETAL MOVEMENTS, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4747,655.73,"DECREASED FETAL MOVEMENTS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4748,655.80,"OTHER KNOWN OR SUSPECTED FETAL ABNORMALITY, NOT ELSEWHERE CLASSIFIED, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4749,655.81,"OTHER KNOWN OR SUSPECTED FETAL ABNORMALITY, NOT ELSEWHERE CLASSIFIED, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4750,655.83,"OTHER KNOWN OR SUSPECTED FETAL ABNORMALITY, NOT ELSEWHERE CLASSIFIED, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4751,655.90,"UNSPECIFIED SUSPECTED FETAL ABNORMALITY, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4752,655.91,"UNSPECIFIED SUSPECTED FETAL ABNORMALITY, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4753,655.93,"UNSPECIFIED SUSPECTED FETAL ABNORMALITY, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4754,656.03,"FETAL-MATERNAL HEMORRHAGE, ANTEPARTUM CONDITION OR COMPLICATION"
4755,656.10,"RHESUS ISOIMMUNIZATION, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4756,656.11,"RHESUS ISOIMMUNIZATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4757,656.13,"RHESUS ISOIMMUNIZATION, ANTEPARTUM CONDITION OR COMPLICATION"
4758,656.20,"ISOIMMUNIZATION FROM OTHER AND UNSPECIFIED BLOOD-GROUP INCOMPATIBILITY, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4759,656.21,"ISOIMMUNIZATION FROM OTHER AND UNSPECIFIED BLOOD-GROUP INCOMPATIBILITY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4760,656.23,"ISOIMMUNIZATION FROM OTHER AND UNSPECIFIED BLOOD-GROUP INCOMPATIBILITY, ANTEPARTUM CONDITION OR COMPLICATION"
4761,656.30,"FETAL DISTRESS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4762,656.31,"FETAL DISTRESS, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4763,656.33,"FETAL DISTRESS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4764,656.40,"INTRAUTERINE DEATH, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4765,656.41,"INTRAUTERINE DEATH, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4766,656.43,"INTRAUTERINE DEATH, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4767,656.50,"POOR FETAL GROWTH, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4768,656.51,"POOR FETAL GROWTH, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4769,656.53,"POOR FETAL GROWTH, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4770,656.60,"EXCESSIVE FETAL GROWTH, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4771,656.61,"EXCESSIVE FETAL GROWTH, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4772,656.63,"EXCESSIVE FETAL GROWTH, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4773,656.70,"OTHER PLACENTAL CONDITIONS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4774,656.71,"OTHER PLACENTAL CONDITIONS, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4775,656.73,"OTHER PLACENTAL CONDITIONS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4776,656.80,"OTHER SPECIFIED FETAL AND PLACENTAL PROBLEMS, AFFECTING MANAGEMENT OF MOTHER, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4777,656.81,"OTHER SPECIFIED FETAL AND PLACENTAL PROBLEMS, AFFECTING MANAGEMENT OF MOTHER, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4778,656.83,"OTHER SPECIFIED FETAL AND PLACENTAL PROBLEMS, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4779,656.93,"UNSPECIFIED FETAL AND PLACENTAL PROBLEM, AFFECTING MANAGEMENT OF MOTHER, ANTEPARTUM CONDITION OR COMPLICATION"
4780,657.00,"POLYHYDRAMNIOS, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4781,657.01,"POLYHYDRAMNIOS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4782,657.03,"POLYHYDRAMNIOS, ANTEPARTUM CONDITION OR COMPLICATION"
4783,658.00,"OLIGOHYDRAMNIOS, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4784,658.01,"OLIGOHYDRAMNIOS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4785,658.03,"OLIGOHYDRAMNIOS, ANTEPARTUM CONDITION OR COMPLICATION"
4786,658.10,"PREMATURE RUPTURE OF MEMBRANES, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4787,658.11,"PREMATURE RUPTURE OF MEMBRANES, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4788,658.13,"PREMATURE RUPTURE OF MEMBRANES, ANTEPARTUM CONDITION OR COMPLICATION"
4789,658.20,"DELAYED DELIVERY AFTER SPONTANEOUS OR UNSPECIFIED RUPTURE OF MEMBRANES, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4790,658.21,"DELAYED DELIVERY AFTER SPONTANEOUS OR UNSPECIFIED RUPTURE OF MEMBRANES, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4791,658.23,"DELAYED DELIVERY AFTER SPONTANEOUS OR UNSPECIFIED RUPTURE OF MEMBRANES, ANTEPARTUM CONDITION OR COMPLICATION"
4792,658.40,"INFECTION OF AMNIOTIC CAVITY, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4793,658.41,"INFECTION OF AMNIOTIC CAVITY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4794,658.43,"INFECTION OF AMNIOTIC CAVITY, ANTEPARTUM CONDITION OR COMPLICATION"
4795,658.81,"OTHER PROBLEMS ASSOCIATED WITH AMNIOTIC CAVITY AND MEMBRANES, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4796,658.83,"OTHER PROBLEMS ASSOCIATED WITH AMNIOTIC CAVITY AND MEMBRANES, ANTEPARTUM"
4797,658.93,"UNSPECIFIED PROBLEM ASSOCIATED WITH AMNIOTIC CAVITY AND MEMBRANES, ANTEPARTUM CONDITION OR COMPLICATION"
4798,659.01,"FAILED MECHANICAL INDUCTION OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4799,659.03,"FAILED MECHANICAL INDUCTION OF LABOR, ANTEPARTUM CONDITION OR COMPLICATION"
4800,659.11,"FAILED MEDICAL OR UNSPECIFIED INDUCTION OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4801,659.13,"FAILED MEDICAL OR UNSPECIFIED INDUCTION OF LABOR, ANTEPARTUM CONDITION OR COMPLICATION"
4802,659.21,"MATERNAL PYREXIA DURING LABOR, UNSPECIFIED, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4803,659.23,"MATERNAL PYREXIA DURING LABOR, UNSPECIFIED, ANTEPARTUM CONDITION OR COMPLICATION"
4804,659.31,"GENERALIZED INFECTION DURING LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4805,659.33,"GENERALIZED INFECTION DURING LABOR, ANTEPARTUM CONDITION OR COMPLICATION"
4806,659.41,"GRAND MULTIPARITY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4807,659.43,"GRAND MULTIPARITY, ANTEPARTUM CONDITION OR COMPLICATION"
4808,659.50,"ELDERLY PRIMIGRAVIDA, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4809,659.51,"ELDERLY PRIMIGRAVIDA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4810,659.53,"ELDERLY PRIMIGRAVIDA, ANTEPARTUM CONDITION OR COMPLICATION"
4811,659.60,"ELDERLY MULTIGRAVIDA, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4812,659.61,"ELDERLY MULTIGRAVIDA, DELIVERED WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4813,659.63,"ELDERLY MULTIGRAVIDA, ANTEPARTUM CONDITION OR COMPLICATION"
4814,659.70,"ABNORMALITY IN FETAL HEART RATE OR RHYTHM, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4815,659.71,"ABNORMALITY IN FETAL HEART RATE OR RHYTHM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4816,659.73,"ABNORMALITY IN FETAL HEART RATE OR RHYTHM, ANTEPARTUM CONDITION OR COMPLICATION"
4817,659.80,"OTHER SPECIFIED INDICATIONS FOR CARE OR INTERVENTION RELATED TO LABOR AND DELIVERY, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4818,659.81,"OTHER SPECIFIED INDICATIONS FOR CARE OR INTERVENTION RELATED TO LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4819,659.83,"OTHER SPECIFIED INDICATIONS FOR CARE OR INTERVENTION RELATED TO LABOR AND DELIVERY, ANTEPARTUM CONDITION OR COMPLICATION"
4820,659.93,"UNSPECIFIED INDICATION FOR CARE OR INTERVENTION RELATED TO LABOR AND DELIVERY, ANTEPARTUM CONDITION OR COMPLICATION"
4821,660.01,"OBSTRUCTION CAUSED BY MALPOSITION OF FETUS AT ONSET OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4822,660.11,"OBSTRUCTION BY BONY PELVIS DURING LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4823,660.21,"OBSTRUCTION BY ABNORMAL PELVIC SOFT TISSUES DURING LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4824,660.31,"DEEP TRANSVERSE ARREST AND PERSISTENT OCCIPITOPOSTERIOR POSITION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4825,660.41,"SHOULDER (GIRDLE) DYSTOCIA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4826,660.61,"UNSPECIFIED FAILED TRIAL OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4827,660.71,"FAILED FORCEPS OR VACUUM EXTRACTOR, UNSPECIFIED, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4828,660.91,"UNSPECIFIED OBSTRUCTED LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4829,661.00,"PRIMARY UTERINE INERTIA, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4830,661.01,"PRIMARY UTERINE INERTIA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4831,661.03,"PRIMARY UTERINE INERTIA, ANTEPARTUM CONDITION OR COMPLICATION"
4832,661.11,"SECONDARY UTERINE INERTIA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4833,661.21,"OTHER AND UNSPECIFIED UTERINE INERTIA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4834,661.23,"OTHER AND UNSPECIFIED UTERINE INERTIA, ANTEPARTUM CONDITION OR COMPLICATION"
4835,661.30,"PRECIPITATE LABOR, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4836,661.31,"PRECIPITATE LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4837,661.41,"HYPERTONIC, INCOORDINATE, OR PROLONGED UTERINE CONTRACTIONS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4838,661.91,"UNSPECIFIED ABNORMALITY OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4839,661.93,"UNSPECIFIED ABNORMALITY OF LABOR, ANTEPARTUM CONDITION OR COMPLICATION"
4840,662.01,"PROLONGED FIRST STAGE OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4841,662.11,"UNSPECIFIED PROLONGED LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4842,662.21,"PROLONGED SECOND STAGE OF LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4843,663.00,"PROLAPSE OF CORD COMPLICATING LABOR AND DELIVERY, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4844,663.01,"PROLAPSE OF CORD COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4845,663.03,"PROLAPSE OF CORD COMPLICATING LABOR AND DELIVERY, ANTEPARTUM CONDITION OR COMPLICATION"
4846,663.11,"CORD AROUND NECK, WITH COMPRESSION, COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4847,663.21,"OTHER AND UNSPECIFIED CORD ENTANGLEMENT, WITH COMPRESSION, COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4848,663.31,"OTHER AND UNSPECIFIED CORD ENTANGLEMENT, WITHOUT MENTION OF COMPRESSION, COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4849,663.33,"OTHER AND UNSPECIFIED CORD ENTANGLEMENT, WITHOUT MENTION OF COMPRESSION, COMPLICATING LABOR AND DELIVERY, ANTEPARTUM CONDITION OR COMPLICATION"
4850,663.41,"SHORT CORD COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4851,663.51,"VASA PREVIA COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4852,663.81,"OTHER UMBILICAL CORD COMPLICATIONS COMPLICATING LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4853,663.83,"OTHER UMBILICAL CORD COMPLICATIONS COMPLICATING LABOR AND DELIVERY, ANTEPARTUM CONDITION OR COMPLICATION"
4854,663.90,"UNSPECIFIED UMBILICAL CORD COMPLICATION COMPLICATING LABOR AND DELIVERY, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4855,664.01,"FIRST-DEGREE PERINEAL LACERATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4856,664.04,"FIRST-DEGREE PERINEAL LACERATION, POSTPARTUM CONDITION OR COMPLICATION"
4857,664.11,"SECOND-DEGREE PERINEAL LACERATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4858,664.14,"SECOND-DEGREE PERINEAL LACERATION, POSTPARTUM CONDITION OR COMPLICATION"
4859,664.21,"THIRD-DEGREE PERINEAL LACERATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4860,664.31,"FOURTH-DEGREE PERINEAL LACERATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4861,664.34,"FOURTH-DEGREE PERINEAL LACERATION, POSTPARTUM CONDITION OR COMPLICATION"
4862,664.41,"UNSPECIFIED PERINEAL LACERATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4863,664.51,"VULVAR AND PERINEAL HEMATOMA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4864,664.81,"OTHER SPECIFIED TRAUMA TO PERINEUM AND VULVA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4865,665.11,"RUPTURE OF UTERUS DURING LABOR, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4866,665.22,"INVERSION OF UTERUS, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4867,665.31,"LACERATION OF CERVIX, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4868,665.41,"HIGH VAGINAL LACERATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4869,665.51,"OTHER INJURY TO PELVIC ORGANS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4870,665.61,"DAMAGE TO PELVIC JOINTS AND LIGAMENTS, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4871,665.71,"PELVIC HEMATOMA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4872,665.72,"PELVIC HEMATOMA, DELIVERED WITH MENTION OF POSTPARTUM COMPLICATION"
4873,665.74,"PELVIC HEMATOMA, POSTPARTUM CONDITION OR COMPLICATION"
4874,665.81,"OTHER SPECIFIED OBSTETRICAL TRAUMA, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4875,665.82,"OTHER SPECIFIED OBSTETRICAL TRAUMA, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4876,665.83,"OTHER SPECIFIED OBSTETRICAL TRAUMA, ANTEPARTUM CONDITION OR COMPLICATION"
4877,666.00,"THIRD-STAGE POSTPARTUM HEMORRHAGE, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4878,666.02,"THIRD-STAGE POSTPARTUM HEMORRHAGE, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4879,666.04,"THIRD-STAGE POSTPARTUM HEMORRHAGE, POSTPARTUM CONDITION OR COMPLICATION"
4880,666.10,"OTHER IMMEDIATE POSTPARTUM HEMORRHAGE, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4881,666.12,"OTHER IMMEDIATE POSTPARTUM HEMORRHAGE, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4882,666.14,"OTHER IMMEDIATE POSTPARTUM HEMORRHAGE, POSTPARTUM CONDITION OR COMPLICATION"
4883,666.20,"DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4884,666.22,"DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4885,666.24,"DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE, POSTPARTUM CONDITION OR COMPLICATION"
4886,666.32,"POSTPARTUM COAGULATION DEFECTS, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4887,666.34,"POSTPARTUM COAGULATION DEFECTS, POSTPARTUM CONDITION OR COMPLICATION"
4889,667.02,"RETAINED PLACENTA WITHOUT HEMORRHAGE, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4890,667.04,"RETAINED PLACENTA WITHOUT HEMORRHAGE, POSTPARTUM CONDITION OR COMPLICATION"
4891,667.10,"RETAINED PORTIONS OF PLACENTA OR MEMBRANES, WITHOUT HEMORRHAGE, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4892,667.12,"RETAINED PORTIONS OF PLACENTA OR MEMBRANES, WITHOUT HEMORRHAGE, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4893,667.14,"RETAINED PORTIONS OF PLACENTA OR MEMBRANES, WITHOUT HEMORRHAGE, POSTPARTUM CONDITION OR COMPLICATION"
4894,668.81,"OTHER COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4895,668.82,"OTHER COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR AND DELIVERY, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4896,668.84,"OTHER COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR AND DELIVERY, POSTPARTUM CONDITION OR COMPLICATION"
4897,669.21,"MATERNAL HYPOTENSION SYNDROME, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4898,669.22,"MATERNAL HYPOTENSION SYNDROME, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4899,669.23,"MATERNAL HYPOTENSION SYNDROME, ANTEPARTUM CONDITION OR COMPLICATION"
4900,669.24,"MATERNAL HYPOTENSION SYNDROME, POSTPARTUM CONDITION OR COMPLICATION"
4901,669.32,"ACUTE KIDNEY FAILURE FOLLOWING LABOR AND DELIVERY, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
